,0
第1组,0.06550084299716707
第2组,0.07470451327108574
第3组,0.10483439682019458
第4组,0.08894610503005018
第5组,0.10856288192474506
第6组,0.1183168811097095
第7组,0.14244668603657162
第8组,0.19056444913114068
第9组,0.23852767090128157
第10组,0.36816075146066285
中证1000,0.11919996368728891
