,小市值100,沪深300,中证500,中证1000
2018-04-03,0.009226538334368192,-0.0009693279664039212,-0.003310700632216612,-0.000986184451604255
2018-05-03,0.004720813623577888,-0.0016589221827923994,-0.0029706391544264132,-0.003861925435848068
2018-06-04,0.009997121091918651,-0.0015103253575751152,-0.004813430910612371,-0.00625276582564771
2018-07-03,0.00852973593483804,-0.002248338400769434,-0.00584982398363787,-0.007523515195282826
2018-08-02,0.00566906550230099,-0.0007968182851956218,0.0014231418159507125,-0.0005414477072713808
2018-09-04,0.0013340044273988556,0.00016615291770905039,0.0009025507168272107,-0.0016773783287449273
2018-10-09,0.002456235603830126,1.1204521000229839e-05,1.633915326360036e-05,-0.0015141257738471303
2018-11-02,0.0065488919453922205,-0.0002428278202765144,-0.0026293789452043193,-0.0032154160466630888
2018-12-04,0.004030073892278611,0.0009252757546721613,-4.171700759625363e-05,0.005644880295406662
2019-01-03,0.0036630662630289003,-0.00029471030685535027,-0.003273656775744427,-0.002635221422749856
2019-02-11,0.003999276805733504,-0.0010556717782403968,-0.0050208696340470205,-0.00359878424168969
2019-03-04,0.005056347617389566,0.000440694845138645,0.001484533550537237,0.002226411606290557
2019-04-02,0.0061138897505258125,-0.0008568320416515451,-0.0006134291078229159,-0.0014588093587866169
2019-05-07,0.011080068555902833,-0.0008955991756673942,-0.002746157000094618,-0.004067247113759942
2019-06-04,0.013070547638240303,-0.0016648454377248267,-0.004790874786431365,-0.0044517027955917055
2019-07-02,0.0015943123368149688,4.571094471828019e-06,-0.0017255281575878634,0.0015620943488667827
2019-08-02,0.0107857337322141,-0.0011569315149010384,-0.005371839270343237,-0.007587384538169206
2019-09-03,0.005651466768661496,-0.001781791847529579,-0.0018479509120236104,-0.0015049330913542436
2019-10-09,0.004131577397429701,-2.7658100981931e-05,-0.0009045258442981208,-0.0026795968369425216
2019-11-04,0.006716997001360199,-0.00039577479917152214,-0.0018119155826146205,-0.0008734911625160047
2019-12-03,0.002537404470855608,0.0001103261275633427,0.0009162788777699049,-0.0004491634560195301
2020-01-03,0.0028821519642999484,-0.0003210861043756452,-0.002729682501735997,-0.0016976369893115795
2020-02-04,0.0020159236386584935,-0.002838288105541542,-0.007812441399206671,-0.007202825797308243
2020-03-03,0.0029307963077451933,-0.000970907330571813,-0.004867368529124283,0.0002332735193870672
2020-04-02,0.0037580753013270775,-0.0007816543895144967,0.002444033519712896,-0.0006993311218579379
2020-05-07,0.006225502904459584,-0.0018601065858232513,-0.00522197878850672,-0.0040834202414631315
2020-06-02,0.006769480304203459,-0.0010871517312323054,-0.003411298483069203,-0.00465503133440337
2020-07-02,0.003035152611435714,-0.001793544039658146,-0.004937771509364253,-0.0031112793384397985
2020-08-04,0.00614161329310535,-0.001372065899853836,-0.004520299564862884,-0.003030908441286728
2020-09-02,0.011194572825420822,0.0005808899988788419,0.003164239843823302,-0.0014201066937871154
2020-10-12,0.0012246381601919154,-3.751667262708036e-05,0.0009394275725177481,-0.0010419830834483834
2020-11-03,0.004457473635263456,-0.0004566625061881435,-0.0006081877926231716,-0.004734813211811684
2020-12-02,0.0032250034363905944,0.001123409926828467,0.0032328811401928226,0.0021980675831895224
2021-01-05,0.0007072039837654823,-0.002735508919268659,-0.006941301808966682,-0.0014501874592127706
2021-02-02,0.004183201533668822,-0.0011161700881326952,-0.0015384195153801405,-0.0021535473418178297
2021-03-02,0.0020690759895066572,0.001331095934750115,0.0036491344291580408,0.0019440372803902761
2021-04-02,0.00297247716624912,-0.00033007640794380233,0.001761454619963243,-0.003143878879307116
2021-05-07,0.006413865171655542,-0.0015844091382333225,0.0003107245917445267,-0.0020778453261929286
2021-06-02,0.004247259173304929,-0.0006625250567937613,-0.006231207633749847,-0.0026334408123176445
2021-07-02,-0.0008084248699877748,-0.0018232528446221474,-0.0031390303587104373,0.0008078761152393588
2021-08-03,0.0035665853805450995,-0.0024964164349896567,-0.005090709474459332,-0.0028265917806628016
2021-09-02,0.00651216146529662,-0.0022860955359435,-0.00029133855867913283,-0.004209875676509323
2021-10-11,0.002497051724261918,0.002281567257573447,0.00424277879837498,0.002327175527089387
2021-11-02,0.0018250963986532545,-0.0016054497214713637,-0.004055370843889405,-0.0027201566168519875
2021-12-02,0.0037010414729403,-0.00048234765358612375,-0.0038757144628356333,-0.0017228987402877483
2022-01-05,0.0056587370555434835,0.002993688326834776,0.00741249518811149,0.005603129056083067
2022-02-08,0.00523990695842886,-0.0008489773622705199,0.0031032224672230546,-0.00026954596962891486
2022-03-02,0.004759542204349522,-0.001477238294933736,-0.002492451300278309,-0.0012596939128382
