,退市,戴帽,停牌,涨停,市值上涨,总数
样本内 2010-01~2022-05,0.0,0.023718172305545866,0.12347401464945937,0.0812696198116498,0.7715381932333449,2867.0
样本外 2022-06~2026-08,0.0,0.0642781875658588,0.01685985247629083,0.12961011591148577,0.7892518440463646,949.0
样本外·新规后 2024-01~2026-08,0.0,0.07606973058637084,0.017432646592709985,0.1410459587955626,0.7654516640253566,631.0
