,0
100,0.4309084695327714
200,0.3318702975665049
300,0.28794657896935494
400,0.24698561606776415
500,0.19087880245491018
600,0.17147272081031129
700,0.14985989895220198
800,0.12680234855064043
900,0.1366584698121065
1000,0.11355956697110492
